# 100m_carl_lewis.dat

0	0	0	0	0
1.88	10	5.319148936	2.829334541	1219.021797
2.96	20	9.259259259	3.648250299	2736.187724
3.88	30	10.86956522	1.750332563	1541.05367
4.77	40	11.23595506	0.411673976	374.6695738
5.61	50	11.9047619	0.796198629	767.7629639
6.46	60	11.76470588	-0.164771791	-157.0178244
7.3	70	11.9047619	0.16673336	160.7785972
8.13	80	12.04819277	0.172808273	168.6442179
9	90	11.49425287	-0.636712526	-592.8013172
9.86	100	11.62790698	0.155411748	146.3761811
