#CLAVE,  CARR,  CAL1, CAL2, PUNTOS, ORD, EXT
FS102, IQU, 40, 25, 40, 60, 
FS105, , 43, 0, 0, 13, 
FS102, CEL, 20, 0, 40, 46, 
FS101, CEL, 70, 50, 40, 76, 
FS105, CIV, 64, 40, 0, 31, 
FS102, INF, 40, 8, 40, 54, 
FS105, QUI, 36, 85, 40, 76, 
FS102, COM, 50, 33, 40, 65, 
FS105, COM, 71, 30, 40, 70, 
FS109, CIV, 0, 76, 45, 83, 
FS101, CIV, 50, 70, 30, 66, 
FS105, IND, 14, 80, 40, 68, 
FS103, MEL, 21, 40, 20, 38, 
FS102, IND, 70, 50, 39, 75, 
FS102, IND, 70, 17, 40, 66, 
FS102, COM, 30, 8, 40, 51, 
FS102, COM, 80, 50, 38, 77, 
FS202, MEL, 40, 22, 22, 41, 
FS102, COM, 70, 25, 40, 68, 
FS109, CIV, 0, 71, 50, 86, 
FS101, CIV, 65, 75, 40, 82, 
FS102, COM, 60, 8, 36, 56, 
FS104, CIV, 100, 100, 40, 100, 
FS107, MEL, 0, 0, 38, 38, 
FS102, COM, 10, 25, 35, 46, 
FS202, MEL, 50, 67, 21, 56, 62
FS105, QUI, 43, 75, 40, 75, 
FS101, COM, 25, 45, 38, 60, 
FS105, COM, 71, 65, 40, 81, 
FS101, CEL, 60, 0, 0, 18, 
FS105, IQU, 86, 60, 14, 60, 
FS109, CIV, 0, 86, 41, 84, 
FS101, CIV, 75, 70, 40, 84, 
FS102, CEL, 50, 25, 35, 60, 
FS105, CIV, 64, 80, 36, 79, 
FS102, IQU, 50, 17, 40, 60, 
FS105, COM, 21, 75, 40, 69, 
FS202, CEL, 30, 22, 40, 56, 
FS108, CEL, 69, 50, 0, 36, 
FS102, COM, 20, 8, 40, 48, 
FS104, MEL, 100, 79, 38, 92, 
FS107, CEL, 50, 93, 30, 73, 
FS105, IND, 43, 80, 40, 77, 
FS105, CEL, 36, 90, 40, 78, 
FS102, QUI, 80, 25, 20, 52, 
FS105, MEL, 64, 75, 40, 82, 
FS107, MEL, 57, 53, 40, 73, 
FS105, QUI, 0, 45, 40, 54, 
FS103, CIV, 79, 60, 39, 81, 
FS102, CEL, 40, 17, 35, 52, 61
FS105, MEL, 79, 85, 40, 89, 
FS105, CEL, 29, 45, 37, 60, 
FS107, CEL, 50, 60, 40, 73, 
FS202, MEL, 40, 33, 28, 50, 
FS105, MEL, 43, 80, 20, 57, 71
FS105, CIV, 50, 80, 38, 77, 
FS105, CIV, 57, 60, 25, 60, 
FS105, IND, 29, 80, 40, 73, 
FS104, MEL, 67, 21, 37, 63, 
FS105, COM, 64, 50, 38, 72, 
FS109, CEL, 0, 67, 90, 100, 
FS102, CEL, 60, 17, 40, 63, 
FS101, CEL, 55, 45, 40, 70, 
FS104, CIV, 67, 50, 40, 75, 
FS104, MEL, 85, 100, 25, 80, 
FS103, MEL, 71, 27, 36, 65, 
FS102, QUI, 20, 0, 32, 38, 
FS104, CIV, 33, 64, 36, 65, 
FS107, CEL, 29, 0, 40, 49, 
FS105, CEL, 50, 65, 36, 70, 
FS105, IND, 86, 90, 40, 93, 
FS105, MEL, 71, 75, 30, 74, 
FS107, MEL, 57, 87, 40, 83, 
FS202, MEL, 60, 44, 40, 71, 
FS102, CEL, 60, 17, 35, 60, 
FS105, COM, 71, 85, 40, 87, 
FS105, IND, 36, 60, 37, 66, 
FS202, CEL, 20, 0, 40, 46, 
FS102, TOP, 50, 17, 40, 60, 
FS108, CEL, 77, 56, 40, 80, 
FS104, CIV, 100, 64, 40, 89, 
FS105, IND, 71, 95, 40, 90, 
FS103, MEL, 64, 53, 31, 66, 
FS103, MEL, 100, 33, 40, 80, 
FS105, , 36, 30, 0, 20, 
FS101, MAT, 40, 40, 40, 64, 
FS107, CEL, 57, 40, 40, 69, 
FS105, CEL, 57, 80, 37, 78, 
FS105, IND, 57, 85, 40, 83, 
FS108, CEL, 38, 38, 20, 43, 
FS101, IND, 65, 20, 0, 26, 
FS108, CEL, 31, 56, 25, 51, 52
FS103, MEL, 71, 47, 28, 63, 
FS102, COM, 70, 75, 38, 82, 
FS105, IND, 50, 35, 12, 38, 
FS102, CEL, 10, 17, 5, 13, 
FS202, CEL, 30, 33, 0, 19, 
FS202, MEL, 40, 78, 40, 75, 
FS105, CEL, 79, 55, 15, 55, 70
FS107, CEL, 50, 73, 31, 68, 
FS107, CEL, 71, 53, 37, 74, 
FS102, CEL, 50, 25, 40, 62, 
FS105, IND, 64, 35, 40, 70, 
FS102, QUI, 20, 25, 40, 54, 50
FS102, COM, 20, 67, 40, 66, 
FS102, IND, 60, 42, 40, 71, 
FS101, COM, 20, 30, 40, 55, 
FS102, CEL, 10, 33, 35, 48, 42
FS102, COM, 30, 33, 40, 60, 
FS103, MEL, 50, 0, 40, 55, 
FS107, MEL, 57, 67, 40, 77, 
FS102, COM, 70, 50, 38, 74, 
FS105, COM, 29, 45, 38, 60, 
FS102, COM, 40, 17, 35, 52, 44
FS202, CEL, 30, 22, 40, 56, 
FS108, CEL, 46, 63, 0, 33, 
FS105, CEL, 71, 60, 40, 79, 
FS202, FIS, 30, 11, 0, 12, 
FS202, MEL, 40, 56, 40, 69, 
FS105, COM, 29, 55, 40, 65, 
FS202, MEL, 30, 33, 28, 47, 
FS102, CEL, 50, 8, 40, 57, 
FS202, FIS, 30, 56, 40, 66, 
FS109, TOP, 0, 52, 44, 70, 
FS101, CEL, 55, 20, 40, 62, 
FS202, FIS, 80, 44, 0, 37, 
FS102, FIS, 80, 33, 13, 47, 76
FS102, IND, 0, 0, 40, 40, 
FS101, COM, 65, 40, 40, 72, 
FS102, IQU, 80, 67, 20, 64, 
FS102, CEL, 60, 0, 0, 18, 
FS102, IND, 60, 58, 40, 75, 
FS105, IND, 36, 50, 29, 55, 58
FS202, CEL, 60, 60, 0, 36, 
FS108, CEL, 77, 56, 0, 40, 88
FS102, COM, 60, 25, 40, 66, 
FS105, COM, 50, 75, 38, 76, 
FS202, MEL, 40, 78, 40, 75, 
FS109, CIV, 0, 0, 23, 23, 
FS103, CIV, 86, 73, 37, 85, 
FS102, CEL, 30, 8, 30, 41, 40
FS108, CEL, 31, 56, 0, 26, 
FS102, IND, 50, 33, 36, 61, 
FS105, IND, 79, 85, 28, 77, 
FS102, COM, 30, 17, 40, 54, 
FS202, MEL, 30, 44, 40, 62, 
FS103, MEL, 43, 27, 40, 61, 
FS102, IND, 50, 50, 40, 70, 
FS104, CIV, 100, 50, 40, 85, 
FS105, IQU, 64, 15, 0, 24, 54
FS105, IND, 57, 65, 40, 77, 
FS105, IND, 71, 75, 40, 84, 
FS102, CEL, 20, 0, 40, 46, 
FS202, MEL, 90, 56, 40, 84, 
FS102, IQU, 50, 33, 36, 61, 
FS107, MEL, 57, 73, 40, 79, 
FS105, MEL, 79, 90, 30, 81, 
FS202, MEL, 40, 33, 40, 62, 
FS108, CEL, 69, 38, 38, 70, 
FS202, CEL, 30, 33, 40, 60, 
FS107, CEL, 29, 40, 0, 21, 
FS105, FIS, 57, 0, 0, 17, 
FS105, CEL, 7, 35, 10, 23, 41
FS107, CEL, 36, 73, 40, 73, 
FS105, IQU, 79, 85, 18, 67, 
FS104, MEL, 100, 71, 40, 91, 
FS104, MEL, 83, 71, 40, 86, 
FS102, CEL, 20, 0, 0, 6, 
FS104, CIV, 100, 86, 40, 96, 
FS105, CEL, 57, 85, 40, 83, 
FS105, CEL, 71, 80, 40, 85, 
FS107, CEL, 14, 87, 40, 70, 
FS102, CEL, 40, 8, 20, 34, 
FS102, COM, 30, 25, 35, 52, 61
FS108, CEL, 62, 63, 35, 72, 
FS109, CIV, 0, 81, 44, 84, 
FS101, CIV, 80, 60, 40, 82, 
FS109, CIV, 0, 85, 35, 78, 
FS101, CIV, 65, 60, 40, 78, 
FS102, COM, 30, 33, 40, 60, 
FS102, CEL, 60, 25, 20, 46, 
FS105, CIV, 43, 45, 40, 66, 
FS105, MEL, 29, 35, 0, 19, 
FS101, CEL, 25, 0, 20, 28, 43
FS102, IQU, 10, 17, 40, 48, 
FS102, IND, 80, 33, 38, 72, 
FS105, IQU, 36, 30, 40, 60, 
FS105, IQU, 43, 30, 10, 32, 
FS202, CEL, 20, 56, 40, 63, 
FS202, CEL, 20, 44, 40, 60, 
FS105, MEL, 79, 40, 25, 61, 
FS105, MEL, 21, 50, 0, 21, 28
FS101, CEL, 50, 55, 40, 72, 
FS103, MEL, 21, 0, 10, 16, 
FS102, QUI, 60, 42, 40, 71, 
FS102, IND, 70, 17, 40, 66, 
FS103, MEL, 21, 53, 25, 47, 39
FS102, QUI, 50, 17, 37, 57, 63
FS105, MEL, 50, 75, 28, 66, 
FS101, CEL, 45, 55, 40, 70, 
FS108, CEL, 62, 44, 35, 67, 
FS202, CEL, 40, 44, 40, 65, 
FS107, CEL, 64, 100, 40, 89, 
FS105, CEL, 86, 70, 40, 87, 
FS103, CIV, 86, 80, 40, 90, 
FS109, CEL, 0, 19, 45, 54, 
FS109, TOP, 0, , 43, 43, 
FS109, CIV, 0, 76, 50, 88, 
FS202, CEL, 70, 56, 0, 38, 55
FS101, CEL, 65, 55, 40, 76, 
FS105, COM, 71, 70, 40, 82, 
FS104, CIV, 100, 50, 40, 85, 
FS109, TOP, 0, 48, 37, 61, 
FS101, CEL, 45, 0, 0, 14, 
FS108, CEL, 54, 0, 0, 16, 
FS105, IND, 21, 55, 40, 63, 
FS109, CIV, 0, 70, 45, 80, 
FS101, CIV, 30, 35, 40, 60, 
FS105, IND, 50, 55, 40, 72, 
FS105, CEL, 36, 45, 40, 64, 
FS107, CEL, 64, 93, 40, 87, 
FS105, IQU, 100, 80, 40, 94, 
FS105, CEL, 21, 25, 0, 14, 
FS102, QUI, 30, 33, 40, 60, 
FS103, CIV, 71, 47, 30, 65, 
FS109, CIV, 0, 62, 50, 81, 
FS105, QUI, 50, 60, 40, 73, 
FS102, CEL, 40, 25, 38, 60, 
FS109, BIM, 0, 80, 14, 54, 
FS105, CEL, 29, 50, 40, 64, 
FS107, CEL, 57, 80, 40, 81, 
FS108, CEL, 54, 13, 14, 34, 
FS109, CEL, 0, 52, 34, 60, 
FS103, CIV, 36, 40, 40, 63, 
FS105, COM, 57, 0, 0, 17, 
FS101, CEL, 30, 35, 38, 60, 
FS101, COM, 0, 0, 40, 40, 
FS104, MEL, 58, 57, 40, 74, 
FS107, CEL, 57, 87, 40, 83, 
FS105, CEL, 50, 85, 40, 80, 
FS104, MEL, 100, 100, 40, 100, 
FS104, MEL, 33, 71, 38, 69, 
FS102, COM, 30, 8, 36, 47, 59
FS102, TOP, 20, 8, 40, 48, 
FS105, IQU, 57, 70, 34, 72, 
FS102, IND, 60, 17, 40, 63, 
FS102, QUI, 30, 17, 40, 54, 
FS102, IQU, 30, 17, 40, 54, 
FS102, CEL, 30, 8, 20, 31, 47
FS109, CEL, 0, 67, 45, 78, 
FS102, INF, 80, 42, 40, 77, 
FS102, IND, 30, 0, 0, 9, 
FS101, TOP, 50, 40, 39, 66, 
FS102, IND, 50, 0, 40, 55, 
FS109, CEL, 0, 70, 15, 50, 
FS102, QUI, 50, 25, 40, 62, 
FS202, MEL, 40, 33, 40, 62, 
FS105, COM, 50, 20, 40, 61, 
FS102, COM, 20, 17, 40, 51, 60
FS104, CIV, 83, 36, 40, 76, 
FS105, FIS, 86, 65, 40, 85, 
FS101, CIV, 35, 55, 40, 67, 
FS109, CIV, 0, 75, 35, 72, 
FS107, CEL, 93, 100, 40, 98, 
FS105, CEL, 50, 60, 35, 68, 
FS105, IQU, 71, 85, 25, 72, 
FS102, COM, 60, 33, 40, 68, 
FS107, CEL, 71, 40, 38, 71, 
FS103, MEL, 50, 27, 0, 23, 
FS202, CEL, 40, 33, 40, 62, 
FS105, CEL, 21, 85, 36, 68, 
FS107, CEL, 57, 100, 40, 87, 
FS101, TOP, 70, 70, 40, 82, 
FS109, TOP, 0, 43, 45, 66, 
FS107, MEL, 57, 60, 40, 75, 
FS105, MEL, 71, 75, 32, 76, 
FS105, COM, 36, 25, 36, 54, 50
FS102, COM, 40, 8, 40, 54, 
FS109, QUI, 0, 38, 50, 69, 
FS202, MEL, 80, 56, 40, 81, 
FS202, MEL, 60, 67, 40, 78, 
FS104, MEL, 75, 43, 40, 75, 
FS103, CIV, 100, 93, 40, 98, 
FS105, COM, 86, 35, 10, 46, 
FS102, IQU, 80, 42, 40, 77, 
FS105, CIV, 57, 95, 40, 86, 
FS202, CEL, 60, 44, 40, 71, 
FS108, CEL, 54, 38, 36, 64, 
FS101, CIV, 40, 45, 40, 66, 
FS109, CIV, 0, 38, 47, 66, 
FS107, CEL, 43, 100, 40, 83, 
FS202, MEL, 30, 67, 30, 60, 
FS104, CIV, 100, 86, 40, 96, 
FS104, MEL, 50, 36, 40, 66, 
FS102, QUI, 40, 17, 33, 50, 
FS202, MEL, 10, 67, 40, 63, 
FS102, IND, 60, 58, 39, 74, 
FS102, QUI, 50, 17, 37, 57, 74
FS107, CEL, 57, 87, 40, 83, 
FS105, CEL, 36, 65, 40, 70, 
FS108, CEL, 69, 88, 40, 87, 
FS105, CEL, 29, 75, 0, 31, 
FS105, CEL, 57, 65, 35, 72, 
FS107, CEL, 57, 40, 16, 45, 
FS107, CEL, 64, 80, 40, 83, 
FS105, CEL, 57, 80, 40, 81, 
FS102, IND, 30, 8, 40, 51, 55
FS105, COM, 57, 80, 40, 81, 
FS108, CEL, 38, 69, 30, 62, 
FS108, CEL, 46, 50, 0, 29, 
FS105, IND, 50, 55, 40, 72, 
FS108, CEL, 69, 75, 28, 71, 
FS105, CEL, 57, 70, 40, 78, 
FS202, CEL, 50, 50, 0, 30, 
FS107, MEL, 29, 47, 40, 63, 
FS202, MEL, 20, 11, 40, 49, 
FS105, MEL, 71, 80, 26, 71, 
FS105, CIV, 50, 70, 0, 36, 62
FS109, CIV, 0, 55, 50, 78, 
FS105, CIV, 64, 80, 40, 83, 
FS102, COM, 80, 33, 40, 74, 
FS103, MEL, 64, 33, 40, 69, 
FS102, FIS, 40, 25, 39, 60, 
FS102, INF, 30, 8, 40, 51, 
FS102, COM, 60, 33, 40, 68, 
FS102, CEL, 40, 33, 35, 57, 
FS101, IND, 55, 55, 28, 61, 
FS104, CIV, 100, 93, 37, 95, 
FS105, COM, 79, 100, 39, 93, 
FS202, MEL, 80, 56, 40, 81, 
FS105, COM, 71, 75, 38, 82, 
FS102, IQU, 90, 83, 40, 92, 
FS107, CEL, 79, 100, 40, 94, 
FS105, CEL, 86, 75, 40, 88, 
FS107, MEL, 93, 100, 40, 98, 
FS202, MEL, 80, 56, 40, 81, 
FS202, CEL, 50, 33, 40, 65, 
FS102, CEL, 50, 33, 35, 60, 
FS105, CEL, 36, 35, 40, 61, 
FS107, CEL, 71, 40, 39, 72, 
FS103, CIV, 21, 33, 30, 46, 
FS102, COM, 40, 25, 39, 60, 
FS108, CEL, 69, 0, 0, 21, 
FS108, CEL, 69, 69, 31, 72, 
FS105, IND, 36, 30, 40, 60, 
FS105, COM, 50, 35, 37, 62, 
FS102, COM, 50, 17, 40, 60, 
FS101, COM, 65, 55, 40, 76, 
FS107, MEL, 64, 100, 40, 89, 
FS105, MEL, 86, 85, 33, 84, 
FS202, MEL, 60, 56, 40, 75, 
FS103, MEL, 86, 87, 40, 92, 
FS105, QUI, 64, 70, 40, 80, 
FS108, CEL, 54, 63, 38, 73, 
FS202, CEL, 60, 56, 40, 75, 
FS105, MEL, 57, 90, 22, 66, 
FS105, COM, 71, 75, 40, 84, 
FS102, TOP, 10, 0, 40, 43, 
FS105, MEL, 29, 90, 10, 46, 
FS202, CEL, 30, 30, 0, 18, 
FS102, CEL, 20, 100, 35, 71, 
FS101, CEL, 30, 60, 40, 67, 
FS202, FIS, 70, 67, 0, 41, 62
FS102, QUI, 90, 25, 40, 74, 
FS107, CEL, 93, 100, 40, 98, 
FS105, CEL, 57, 85, 39, 82, 
FS107, MEL, 93, 100, 40, 98, 
FS202, MEL, 50, 45, 40, 68, 
FS102, IND, 40, 17, 40, 57, 
FS105, COM, 71, 90, 40, 88, 
FS109, CEL, 0, 43, 50, 72, 
FS102, CEL, 50, 33, 40, 65, 
FS109, CIV, 0, 75, 35, 72, 
FS101, CIV, 70, 45, 0, 34, 
FS105, CIV, 79, 80, 40, 88, 
FS105, MEL, 14, 0, 0, 4, 
FS101, CEL, 90, 65, 40, 86, 
FS104, MEL, 100, 64, 40, 89, 
FS102, COM, 90, 58, 40, 84, 
FS109, CIV, 0, 81, 40, 80, 
FS101, CIV, 55, 50, 20, 52, 45
FS103, CIV, 71, 47, 40, 75, 
FS101, COM, 30, 45, 40, 62, 
FS105, IQU, 64, 0, 38, 57, 
FS103, CIV, 64, 40, 40, 71, 
FS104, CIV, 100, 79, 39, 93, 
FS102, COM, 40, 8, 32, 46, 
FS102, COM, 20, 25, 30, 44, 
FS102, COM, 50, 8, 36, 53, 72
FS101, CEL, 45, 35, 40, 64, 
FS109, CEL, 0, 57, 32, 60, 
FS202, CEL, 70, 56, 35, 73, 
FS105, IND, 64, 90, 40, 86, 
FS109, QUI, 0, 0, 37, 37, 
FS105, IND, 64, 75, 40, 82, 
FS104, MEL, 92, 71, 40, 89, 
FS104, MEL, 92, 71, 40, 89, 
FS105, IQU, 64, 85, 34, 79, 
FS102, IND, 20, 0, 40, 46, 
FS102, QUI, 30, 33, 40, 60, 
FS105, CIV, 71, 85, 40, 87, 
FS101, IND, 35, 50, 37, 62, 
FS105, IQU, 57, 60, 31, 66, 
FS101, CIV, 40, 50, 32, 60, 
FS109, CIV, 0, 43, 44, 66, 
FS103, MEL, 43, 33, 40, 63, 
FS104, MEL, 75, 93, 40, 90, 
FS107, CEL, 29, 73, 40, 71, 
FS105, CEL, 43, 70, 34, 68, 
FS105, IND, 86, 90, 38, 91, 
FS109, CEL, 0, 48, 50, 74, 
FS105, IND, 86, 70, 19, 66, 
FS104, MEL, 92, 79, 39, 90, 
FS105, IND, 64, 55, 40, 76, 
FS102, CEL, 70, 17, 40, 66, 
FS102, QUI, 30, 25, 30, 46, 
FS101, COM, 25, 30, 40, 56, 
FS105, IND, 79, 90, 40, 91, 
FS102, COM, 30, 0, 0, 9, 
FS102, FIS, 70, 42, 38, 72, 
FS108, CEL, 46, 63, 0, 33, 
FS104, MEL, 67, 79, 38, 82, 
FS103, CIV, 79, 47, 40, 78, 
FS105, CEL, 43, 35, 40, 63, 
FS107, CEL, 50, 40, 35, 62, 
FS105, CIV, 79, 85, 40, 89, 
FS105, QUI, 64, 90, 40, 86, 
FS101, CIV, 65, 50, 0, 34, 
FS109, CIV, 0, 76, 50, 88, 
FS101, CIV, 35, 70, 0, 32, 
FS109, CIV, 0, 55, 35, 62, 
FS107, MEL, 21, 100, 0, 36, 
FS105, MEL, 43, 30, 10, 32, 41
FS102, INF, 0, 0, 40, 40, 
FS105, CIV, 64, 55, 30, 66, 
FS108, CEL, 54, 88, 0, 43, 
FS102, IND, 40, 50, 40, 67, 
FS202, MEL, 10, 44, 31, 47, 70
FS104, CIV, 100, 50, 38, 83, 
FS102, COM, 30, 42, 7, 29, 
FS102, COM, 70, 92, 39, 88, 
FS102, COM, 40, 42, 40, 65, 
FS104, CIV, 100, 57, 20, 67, 
FS101, CIV, 50, 50, 0, 30, 
FS109, CIV, 0, 75, 35, 72, 
FS102, IQU, 80, 92, 40, 92, 
FS102, IQU, 90, 50, 40, 82, 
FS105, IND, 0, 60, 20, 38, 63
FS105, QUI, 71, 90, 40, 88, 
FS102, CEL, 40, 0, 40, 52, 
FS102, INF, 10, 100, 36, 69, 
FS105, QUI, 64, 60, 40, 77, 
FS105, IND, 79, 35, 40, 74, 
FS102, CEL, 50, 8, 35, 52, 
FS102, INF, 40, 33, 40, 62, 
FS109, CIV, 0, 62, 45, 76, 
FS101, CIV, 25, 30, 40, 56, 
FS105, IQU, 64, 90, 40, 86, 
FS105, CEL, 64, 85, 15, 60, 
FS105, COM, 43, 85, 40, 78, 
FS101, CIV, 50, 40, 0, 27, 
FS109, CIV, 0, 85, 40, 82, 
FS104, CIV, 100, 100, 40, 100, 
FS105, CIV, 86, 80, 40, 90, 
FS104, CIV, 92, 64, 40, 87, 
FS105, CIV, 57, 85, 20, 63, 
FS108, CEL, 62, 50, 0, 34, 
FS105, MEL, 64, 90, 40, 86, 
FS103, CIV, 86, 47, 33, 73, 
FS101, COM, 20, 50, 40, 61, 
FS101, QFB, 25, 35, 40, 60, 
FS102, IQU, 60, 17, 40, 63, 
FS202, MEL, 60, 56, 40, 75, 
FS103, CIV, 50, 47, 28, 57, 
FS105, COM, 43, 65, 32, 64, 
FS104, MEL, 100, 100, 40, 100, 
FS103, MEL, 29, 33, 40, 60, 
FS105, COM, 50, 85, 40, 80, 
FS105, CEL, 79, 80, 40, 88, 
FS107, CEL, 29, 100, 0, 39, 
FS105, CEL, 50, 55, 0, 32, 
FS108, CEL, 62, 38, 30, 60, 
FS105, IND, 64, 85, 35, 80, 
FS102, COM, 20, 42, 38, 57, 
FS102, INF, 45, 8, 38, 54, 78
FS102, IQU, 50, 33, 37, 62, 
FS107, CEL, 36, 100, 40, 81, 
FS105, CEL, 36, 70, 28, 60, 
FS105, CIV, 79, 85, 40, 89, 
FS105, IQU, 57, 90, 40, 84, 
FS109, CIV, 0, 71, 30, 66, 
FS103, CIV, 43, 27, 34, 55, 
FS101, CIV, 30, 50, 40, 64, 
FS103, MEL, 50, 20, 40, 61, 
FS102, INF, 80, 67, 40, 84, 
FS105, COM, 100, 90, 40, 97, 
FS103, MEL, 71, 33, 30, 61, 
FS102, INF, 80, 42, 40, 77, 
FS102, CEL, 70, 33, 40, 71, 
FS105, MEL, 64, 90, 40, 86, 
FS107, MEL, 93, 100, 40, 98, 
FS103, MEL, 50, 53, 34, 65, 
FS102, QUI, 20, 17, 40, 51, 60
FS202, MEL, 30, 0, 28, 37, 
FS109, CIV, 0, 48, 36, 60, 
FS101, CIV, 30, 25, 28, 44, 
FS103, MEL, 93, 60, 36, 82, 
FS104, CIV, 83, 86, 0, 51, 
FS102, CEL, 40, 17, 10, 27, 
FS102, IND, 60, 33, 40, 68, 
FS104, MEL, 100, 100, 40, 100, 
FS109, CIV, 0, 90, 50, 95, 
FS105, CIV, 79, 90, 26, 77, 
FS102, , 60, 17, 40, 63, 
FS109, CEL, 0, 48, 41, 65, 
FS102, INF, 50, 25, 30, 52, 61
FS109, CIV, 0, 75, 50, 88, 
FS101, CIV, 85, 70, 40, 86, 
FS102, INF, 50, 33, 37, 62, 
FS101, INF, 45, 60, 38, 70, 
FS103, CIV, 71, 47, 30, 65, 
FS202, MEL, 20, 44, 40, 60, 
FS103, MEL, 64, 27, 33, 60, 
FS103, MEL, 43, 40, 28, 53, 66
FS107, MEL, 57, 67, 36, 73, 
FS108, , 23, 0, 0, 7, 
FS202, CEL, 40, 0, 40, 52, 
FS103, MEL, 43, 27, 32, 53, 
FS105, CIV, 36, 85, 40, 76, 
FS109, CIV, 0, 48, 39, 63, 
FS101, CIV, 75, 55, 40, 79, 
FS105, IND, 79, 40, 30, 66, 
FS102, CEL, 90, 33, 40, 77, 
FS104, MEL, 92, 36, 40, 78, 
FS104, MEL, 50, 14, 40, 60, 
FS105, IND, 79, 90, 40, 91, 
FS102, INF, 20, 8, 33, 41, 62
FS105, FIS, 79, 95, 40, 92, 
FS104, MEL, 92, 64, 40, 87, 
FS101, COM, 25, 30, 0, 16, 
FS105, COM, 50, 80, 38, 77, 
FS105, COM, 57, 45, 40, 71, 
FS202, MEL, 60, 78, 40, 81, 
FS105, CIV, 79, 90, 20, 71, 
FS109, CIV, 0, 0, 38, 38, 
FS105, IQU, 43, 60, 40, 71, 
FS105, IND, 50, 30, 18, 42, 53
FS102, IQU, 80, 58, 39, 80, 
FS104, CIV, 100, 100, 40, 100, 
FS105, IQU, 86, 85, 38, 89, 
FS105, CEL, 21, 35, 37, 54, 
FS107, CEL, 79, 93, 40, 92, 
FS105, QUI, 21, 85, 40, 72, 
FS103, CIV, 64, 47, 40, 73, 
FS102, IND, 20, 0, 0, 6, 
FS103, MEL, 43, 33, 38, 61, 
FS102, CEL, 70, 58, 40, 78, 
FS102, CEL, 50, 42, 40, 68, 
FS102, IQU, 90, 58, 40, 84, 
FS105, COM, 57, 0, 25, 42, 
FS105, CIV, 7, 80, 40, 66, 
FS108, CEL, 69, 75, 31, 74, 
FS202, CEL, 60, 56, 40, 75, 
FS103, MEL, 87, 53, 40, 82, 
FS105, CEL, 29, 45, 40, 62, 
FS102, CEL, 40, 33, 39, 61, 
